month;price_index;gdp_index;gdp_growth;unemployment;average_workers;families_median_wealth;families_wealth;families_commuting;families_savings;families_helped;amount_subsidised;firms_wealth;firms_profit;gini_index;average_utility;pct_zero_consumption;rent_default;inflation;average_qli;house_vacancy;house_price;house_rent;affordable;p_delinquent;equally;locally;fpm;bank
;1.373;3341.881;-0.118;0.123;38.89;0.876;12550.313;1877.35;26006.645;0;0.0;676746.374;-0.574;0.437;0.2263;0.0349;0.0055;0.0;0.754;0.273;373.5538;0.5775;0.169;0.7292;89754.3576;172467.2279;26394.5745;8.0312
;1.333;3396.064;0.141;0.124;38.959;0.814;11750.433;1859.57;25429.446;0;0.0;696907.471;-1.33;0.435;0.2273;0.0355;0.0056;0.0;0.741;0.263;330.3567;0.5473;0.1578;0.763;88146.5308;167836.6993;25851.6681;13.0819
;1.322;3477.01;0.443;0.123;38.908;0.859;12175.676;1868.219;25682.415;0;0.0;655279.218;-3.026;0.432;0.2359;0.034;0.0047;0.0;0.751;0.288;354.58;0.5629;0.1684;0.8947;88651.3686;170788.6256;26035.241;7.768
;1.4;3373.574;-0.176;0.124;38.872;0.85;12156.874;1829.542;26055.085;0;0.0;676076.188;0.651;0.435;0.2249;0.0355;0.0058;0.0012;0.753;0.252;367.2398;0.5711;0.168;0.7816;89146.852;170876.1201;26230.3392;14.5239
;1.335;3411.608;-0.575;0.127;38.857;0.861;12577.421;1844.255;25812.456;0;0.0;677554.248;-2.489;0.443;0.2282;0.0324;0.0054;0.0;0.747;0.268;364.8297;0.5719;0.1635;0.807;89946.3317;172694.7444;26461.3416;10.283
;1.371;3347.825;0.015;0.123;38.845;0.876;12482.954;1874.456;25674.646;0;0.0;694976.498;1.991;0.435;0.2257;0.0347;0.0047;0.0045;0.754;0.272;373.5871;0.574;0.1685;0.7857;88838.8924;171619.2454;26170.9293;11.7787
;1.431;3451.876;0.384;0.124;38.935;0.869;12353.667;1846.426;26020.279;0;0.0;673470.274;1.85;0.433;0.2353;0.0354;0.0042;0.0;0.755;0.291;349.2823;0.5644;0.168;0.8036;91073.5911;176352.9631;26689.6355;15.0455
;1.343;3419.767;0.404;0.125;38.905;0.801;11365.088;1838.596;25461.901;0;0.0;671953.796;-1.923;0.426;0.2296;0.0373;0.0046;0.0;0.751;0.272;316.909;0.545;0.1587;0.7757;89251.0181;168789.3719;26095.2012;22.0186
;1.376;3342.875;-0.028;0.124;38.816;0.865;12274.015;1864.924;25796.75;0;0.0;677508.42;-1.183;0.433;0.229;0.0331;0.0052;0.0009;0.757;0.26;363.1374;0.5663;0.1666;0.6905;89682.4805;172955.0212;26327.0534;16.2843
;1.333;3396.064;0.141;0.124;38.959;0.814;11750.433;1859.57;25429.446;0;0.0;696907.471;-1.33;0.435;0.2273;0.0355;0.0056;0.0;0.741;0.263;330.3567;0.5473;0.1578;0.763;88146.5308;167836.6993;25851.6681;13.0819
;1.322;3477.01;0.443;0.123;38.908;0.859;12175.676;1868.219;25682.415;0;0.0;655279.218;-3.026;0.432;0.2359;0.034;0.0047;0.0;0.751;0.288;354.58;0.5629;0.1684;0.8947;88651.3686;170788.6256;26035.241;7.768
;1.431;3451.876;0.384;0.124;38.935;0.869;12353.667;1846.426;26020.279;0;0.0;673470.274;1.85;0.433;0.2353;0.0354;0.0042;0.0;0.755;0.291;349.2823;0.5644;0.168;0.8036;91073.5911;176352.9631;26689.6355;15.0455
;1.335;3411.608;-0.575;0.127;38.857;0.861;12577.421;1844.255;25812.456;0;0.0;677554.248;-2.489;0.443;0.2282;0.0324;0.0054;0.0;0.747;0.268;364.8297;0.5719;0.1635;0.807;89946.3317;172694.7444;26461.3416;10.283
;1.371;3347.825;0.015;0.123;38.845;0.876;12482.954;1874.456;25674.646;0;0.0;694976.498;1.991;0.435;0.2257;0.0347;0.0047;0.0045;0.754;0.272;373.5871;0.574;0.1685;0.7857;88838.8924;171619.2454;26170.9293;11.7787
;1.4;3373.574;-0.176;0.124;38.872;0.85;12156.874;1829.542;26055.085;0;0.0;676076.188;0.651;0.435;0.2249;0.0355;0.0058;0.0012;0.753;0.252;367.2398;0.5711;0.168;0.7816;89146.852;170876.1201;26230.3392;14.5239
;1.343;3419.767;0.404;0.125;38.905;0.801;11365.088;1838.596;25461.901;0;0.0;671953.796;-1.923;0.426;0.2296;0.0373;0.0046;0.0;0.751;0.272;316.909;0.545;0.1587;0.7757;89251.0181;168789.3719;26095.2012;22.0186
;1.376;3342.875;-0.028;0.124;38.816;0.865;12274.015;1864.924;25796.75;0;0.0;677508.42;-1.183;0.433;0.229;0.0331;0.0052;0.0009;0.757;0.26;363.1374;0.5663;0.1666;0.6905;89682.4805;172955.0212;26327.0534;16.2843
;1.3645000000000005;3399.8182;0.0598;0.1241;38.898100000000014;0.8493999999999999;12139.908399999998;1858.1988;25755.108;0;0.0;676050.4527999999;-0.9484;0.4338999999999999;0.2294899999999999;0.0347899999999999;0.00507;0.00066;0.7515999999999998;0.2707;352.08198;0.56474;0.16471;0.7751000000000001;89348.3884;171323.63426;26238.18546;12.59076
;1.583;3285.974;-0.008;0.123;38.87;2.447;35946.51;1829.925;74873.953;0;0.0;667147.504;-1.147;0.487;0.2571;0.0279;0.0035;0.0;0.775;0.27;327.1305;0.5503;0.2656;0.0;94615.6362;177399.3566;26514.3063;12.2545
;1.64;3231.048;-0.696;0.124;38.861;2.49;36388.045;1867.407;74523.711;0;0.0;684449.671;1.429;0.489;0.2504;0.0287;0.0067;0.0;0.771;0.243;343.1983;0.5525;0.2608;1.0;94429.7188;176859.2833;26536.027;19.688
;1.583;3285.974;-0.008;0.123;38.87;2.447;35946.51;1829.925;74873.953;0;0.0;667147.504;-1.147;0.487;0.2571;0.0279;0.0035;0.0;0.775;0.27;327.1305;0.5503;0.2656;0.0;94615.6362;177399.3566;26514.3063;12.2545
;1.64;3231.048;-0.696;0.124;38.861;2.49;36388.045;1867.407;74523.711;0;0.0;684449.671;1.429;0.489;0.2504;0.0287;0.0067;0.0;0.771;0.243;343.1983;0.5525;0.2608;1.0;94429.7188;176859.2833;26536.027;19.688
;1.647;3226.879;-0.412;0.123;38.892;2.429;36218.928;1854.177;73771.11;0;0.0;665458.33;0.106;0.493;0.2614;0.0268;0.0056;0.0;0.769;0.247;328.7975;0.5655;0.2564;1.0;95980.2242;177242.0591;26891.5579;21.6109
;1.715;3147.844;0.415;0.124;38.898;2.557;38179.359;1836.666;73402.15;0;0.0;685942.341;0.72;0.496;0.2516;0.0279;0.0075;0.0;0.777;0.25;355.8534;0.5586;0.2574;1.0;93846.3411;176335.9895;26342.8748;20.4796
;1.63;3267.557;0.861;0.123;38.895;2.502;37658.278;1826.301;74868.159;0;0.0;676964.102;0.134;0.497;0.2624;0.0278;0.0054;0.0;0.764;0.277;332.6147;0.5684;0.262;1.0;95020.4068;176746.1934;26747.2976;14.0992
;1.619;3265.735;0.306;0.124;38.789;2.511;37559.909;1873.275;74360.257;0;0.0;676870.131;-2.01;0.496;0.2562;0.0287;0.0062;0.0;0.771;0.259;339.9824;0.5619;0.2622;1.0;95486.4211;178039.4094;26835.8242;16.8344
;1.631;3282.598;-0.457;0.124;38.81;2.397;35355.236;1844.484;74156.983;0;0.0;660450.317;-0.082;0.491;0.256;0.0304;0.0056;0.0;0.766;0.262;301.978;0.5514;0.2517;1.0;94336.7669;175287.7379;26448.7244;9.6427
;1.603;3250.088;-0.466;0.123;38.875;2.42;35570.145;1877.316;74138.57;0;0.0;674501.039;-4.723;0.488;0.2583;0.0263;0.0075;0.0;0.764;0.252;327.0181;0.5502;0.2579;1.0;94532.6641;176445.8331;26568.6833;8.4764
;1.664;3215.412;0.677;0.123;38.922;2.464;36958.965;1828.698;74284.066;0;0.0;688607.082;-2.587;0.497;0.2525;0.027;0.0061;0.0;0.769;0.261;328.7663;0.5599;0.2553;1.0;94353.4231;175392.7398;26406.116;10.5068
;1.635;3194.349;-0.31;0.123;38.887;2.513;37740.119;1843.464;75958.345;0;0.0;674835.549;1.84;0.498;0.2535;0.0301;0.008;0.0;0.769;0.27;328.5646;0.5633;0.2551;0.6667;94287.1374;175933.0817;26544.2972;19.2599
;1.715;3147.844;0.415;0.124;38.898;2.557;38179.359;1836.666;73402.15;0;0.0;685942.341;0.72;0.496;0.2516;0.0279;0.0075;0.0;0.777;0.25;355.8534;0.5586;0.2574;1.0;93846.3411;176335.9895;26342.8748;20.4796
;1.647;3226.879;-0.412;0.123;38.892;2.429;36218.928;1854.177;73771.11;0;0.0;665458.33;0.106;0.493;0.2614;0.0268;0.0056;0.0;0.769;0.247;328.7975;0.5655;0.2564;1.0;95980.2242;177242.0591;26891.5579;21.6109
;1.63;3267.557;0.861;0.123;38.895;2.502;37658.278;1826.301;74868.159;0;0.0;676964.102;0.134;0.497;0.2624;0.0278;0.0054;0.0;0.764;0.277;332.6147;0.5684;0.262;1.0;95020.4068;176746.1934;26747.2976;14.0992
;1.664;3215.412;0.677;0.123;38.922;2.464;36958.965;1828.698;74284.066;0;0.0;688607.082;-2.587;0.497;0.2525;0.027;0.0061;0.0;0.769;0.261;328.7663;0.5599;0.2553;1.0;94353.4231;175392.7398;26406.116;10.5068
;1.603;3250.088;-0.466;0.123;38.875;2.42;35570.145;1877.316;74138.57;0;0.0;674501.039;-4.723;0.488;0.2583;0.0263;0.0075;0.0;0.764;0.252;327.0181;0.5502;0.2579;1.0;94532.6641;176445.8331;26568.6833;8.4764
;1.631;3282.598;-0.457;0.124;38.81;2.397;35355.236;1844.484;74156.983;0;0.0;660450.317;-0.082;0.491;0.256;0.0304;0.0056;0.0;0.766;0.262;301.978;0.5514;0.2517;1.0;94336.7669;175287.7379;26448.7244;9.6427
;1.619;3265.735;0.306;0.124;38.789;2.511;37559.909;1873.275;74360.257;0;0.0;676870.131;-2.01;0.496;0.2562;0.0287;0.0062;0.0;0.771;0.259;339.9824;0.5619;0.2622;1.0;95486.4211;178039.4094;26835.8242;16.8344
;1.635;3194.349;-0.31;0.123;38.887;2.513;37740.119;1843.464;75958.345;0;0.0;674835.549;1.84;0.498;0.2535;0.0301;0.008;0.0;0.769;0.27;328.5646;0.5633;0.2551;0.6667;94287.1374;175933.0817;26544.2972;19.2599
;1.6367;3236.7484000000004;-0.009;0.1234;38.86990000000001;2.4730000000000003;36757.5494;1848.1713;74433.7304;0;0.0;675522.6066;-0.6319999999999999;0.4932;0.25594;0.02816;0.0062099999999999;0.0;0.7695;0.2591;331.39038000000005;0.5582;0.25844;0.86667;94688.87397;176568.16838000002;26583.57087;15.285240000000002
;1.356;3331.017;0.645;0.125;38.925;1.349;19898.4;1855.971;24454.867;0;0.0;669932.049;-1.092;0.47;0.2353;0.0311;0.0058;0.0;0.752;0.253;360.0448;0.5662;0.2079;0.7458;90952.9746;172316.0422;26227.2733;3.9254
;1.378;3399.919;-0.315;0.124;38.821;1.344;19979.58;1864.629;24016.511;0;0.0;680914.427;2.136;0.473;0.2346;0.0325;0.0045;0.0002;0.756;0.261;356.24;0.5716;0.205;0.8;90233.1139;171034.4858;26164.066;3.4165
;1.356;3331.017;0.645;0.125;38.925;1.349;19898.4;1855.971;24454.867;0;0.0;669932.049;-1.092;0.47;0.2353;0.0311;0.0058;0.0;0.752;0.253;360.0448;0.5662;0.2079;0.7458;90952.9746;172316.0422;26227.2733;3.9254
;1.406;3266.541;-0.269;0.126;38.81;1.314;19450.962;1856.977;23807.731;0;0.0;677224.683;-0.568;0.47;0.2324;0.0314;0.0048;0.0;0.759;0.25;362.7223;0.5627;0.2103;0.8958;90883.5024;170965.6876;26176.5697;5.4729
;1.378;3399.919;-0.315;0.124;38.821;1.344;19979.58;1864.629;24016.511;0;0.0;680914.427;2.136;0.473;0.2346;0.0325;0.0045;0.0002;0.756;0.261;356.24;0.5716;0.205;0.8;90233.1139;171034.4858;26164.066;3.4165
;1.514;3339.64;0.366;0.124;38.863;1.298;19058.156;1853.653;24094.826;0;0.0;666274.267;-0.184;0.467;0.2393;0.0337;0.0056;0.0;0.747;0.269;328.7351;0.569;0.2062;0.7692;91940.881;171831.3523;26494.9014;5.0561
;1.434;3375.226;-0.522;0.125;38.878;1.291;19165.528;1866.482;23989.169;0;0.0;665266.75;-0.709;0.472;0.2412;0.0337;0.0047;0.0016;0.757;0.267;339.6468;0.5601;0.2054;0.7917;91318.0743;171058.838;26297.1339;6.5699
;1.416;3319.605;-0.229;0.126;38.858;1.328;19712.279;1841.799;23395.78;0;0.0;677739.498;0.913;0.472;0.2391;0.0336;0.005;0.0;0.752;0.273;338.6661;0.5777;0.2123;0.8113;91839.7331;172523.4108;26515.3508;6.8304
;1.439;3430.252;0.371;0.123;38.883;1.326;19595.877;1868.427;24045.683;0;0.0;667800.634;5.68;0.47;0.2445;0.0298;0.0037;0.0003;0.761;0.282;341.5734;0.5561;0.2052;0.8;91557.9766;174894.4269;26305.0445;5.0103
;1.469;3376.5;-0.39;0.125;38.908;1.282;18929.091;1885.096;23282.358;0;0.0;679797.687;1.085;0.468;0.2409;0.0309;0.0066;0.0;0.76;0.256;335.4493;0.5545;0.2077;0.766;90866.0828;170419.8183;26136.6172;6.2485
;1.397;3309.055;0.485;0.124;38.866;1.335;20009.091;1824.119;24421.877;0;0.0;693688.543;-0.501;0.473;0.2327;0.0323;0.005;0.0;0.76;0.275;350.7945;0.5724;0.2088;0.7541;91444.9043;172345.3381;26390.2129;7.9258
;1.419;3491.797;-0.372;0.123;38.911;1.323;19638.365;1857.594;23568.686;0;0.0;678959.551;4.034;0.47;0.2469;0.0302;0.0045;0.0;0.765;0.27;349.8475;0.5573;0.2094;0.871;92525.1559;175433.346;26607.8217;6.1786
;1.434;3375.226;-0.522;0.125;38.878;1.291;19165.528;1866.482;23989.169;0;0.0;665266.75;-0.709;0.472;0.2412;0.0337;0.0047;0.0016;0.757;0.267;339.6468;0.5601;0.2054;0.7917;91318.0743;171058.838;26297.1339;6.5699
;1.514;3339.64;0.366;0.124;38.863;1.298;19058.156;1853.653;24094.826;0;0.0;666274.267;-0.184;0.467;0.2393;0.0337;0.0056;0.0;0.747;0.269;328.7351;0.569;0.2062;0.7692;91940.881;171831.3523;26494.9014;5.0561
;1.406;3266.541;-0.269;0.126;38.81;1.314;19450.962;1856.977;23807.731;0;0.0;677224.683;-0.568;0.47;0.2324;0.0314;0.0048;0.0;0.759;0.25;362.7223;0.5627;0.2103;0.8958;90883.5024;170965.6876;26176.5697;5.4729
;1.397;3309.055;0.485;0.124;38.866;1.335;20009.091;1824.119;24421.877;0;0.0;693688.543;-0.501;0.473;0.2327;0.0323;0.005;0.0;0.76;0.275;350.7945;0.5724;0.2088;0.7541;91444.9043;172345.3381;26390.2129;7.9258
;1.419;3491.797;-0.372;0.123;38.911;1.323;19638.365;1857.594;23568.686;0;0.0;678959.551;4.034;0.47;0.2469;0.0302;0.0045;0.0;0.765;0.27;349.8475;0.5573;0.2094;0.871;92525.1559;175433.346;26607.8217;6.1786
;1.469;3376.5;-0.39;0.125;38.908;1.282;18929.091;1885.096;23282.358;0;0.0;679797.687;1.085;0.468;0.2409;0.0309;0.0066;0.0;0.76;0.256;335.4493;0.5545;0.2077;0.766;90866.0828;170419.8183;26136.6172;6.2485
;1.439;3430.252;0.371;0.123;38.883;1.326;19595.877;1868.427;24045.683;0;0.0;667800.634;5.68;0.47;0.2445;0.0298;0.0037;0.0003;0.761;0.282;341.5734;0.5561;0.2052;0.8;91557.9766;174894.4269;26305.0445;5.0103
;1.416;3319.605;-0.229;0.126;38.858;1.328;19712.279;1841.799;23395.78;0;0.0;677739.498;0.913;0.472;0.2391;0.0336;0.005;0.0;0.752;0.273;338.6661;0.5777;0.2123;0.8113;91839.7331;172523.4108;26515.3508;6.8304
;1.4227999999999998;3363.9552000000003;-0.023;0.1245;38.8723;1.3190000000000002;19543.732900000003;1857.4747;23907.7488;0;0.0;675759.8089;1.0793999999999997;0.4705;0.23869;0.03192;0.00502;0.0002099999999999;0.7569;0.2656;346.37198;0.5647599999999999;0.20782;0.8004900000000001;91356.23989;172282.27459999995;26331.49914;5.66344
;1.116;2406.437;0.444;0.13;38.648;1.211;17745.814;3420.813;22735.769;0;0.0;731442.799;2.643;0.474;0.1876;0.0414;0.0053;-0.0003;0.714;0.15;329.7361;0.577;0.18;0.8214;77455.1442;133294.0753;22313.8569;7.2267
;1.114;2357.208;0.443;0.13;38.602;1.204;17646.524;3432.861;23058.647;0;0.0;718523.937;2.582;0.473;0.1884;0.04;0.0045;-0.0003;0.72;0.141;344.5004;0.572;0.178;0.9;76220.4224;132066.4679;22022.7516;6.7804
;1.116;2429.927;0.896;0.128;38.654;1.198;17569.904;3435.173;22502.825;0;0.0;725585.886;2.625;0.474;0.1885;0.0413;0.0061;0.0;0.717;0.129;347.1218;0.5725;0.1844;0.9375;77439.7635;133648.8808;22308.1748;6.5074
;1.117;2499.881;0.572;0.129;38.593;1.22;17966.318;3423.614;22387.338;0;0.0;736900.864;2.728;0.477;0.1986;0.04;0.0058;-0.0002;0.721;0.131;357.4134;0.5748;0.1862;0.7407;78149.1876;135521.1608;22483.7762;10.0142
;1.115;2419.664;0.709;0.128;38.649;1.261;18603.499;3433.216;23249.116;0;0.0;744709.258;2.62;0.477;0.1921;0.0424;0.0056;0.0;0.721;0.156;371.4018;0.5725;0.1822;0.8889;77621.7931;136059.926;22379.8107;6.6491
;1.114;2357.208;0.443;0.13;38.602;1.204;17646.524;3432.861;23058.647;0;0.0;718523.937;2.582;0.473;0.1884;0.04;0.0045;-0.0003;0.72;0.141;344.5004;0.572;0.178;0.9;76220.4224;132066.4679;22022.7516;6.7804
;1.115;2364.783;0.068;0.132;38.593;1.222;17931.408;3424.382;22723.327;0;0.0;717506.595;2.636;0.475;0.1854;0.0409;0.0069;0.0;0.728;0.144;350.8676;0.5702;0.1883;0.8462;77450.9006;134049.6157;22307.2295;5.5533
;1.117;2374.975;-1.296;0.128;38.604;1.243;18144.871;3453.197;22955.163;0;0.0;750173.097;2.57;0.473;0.1882;0.0401;0.0053;0.0;0.722;0.141;365.1685;0.5748;0.1845;1.0;77710.5322;136338.884;22387.3283;4.4212
;1.116;2406.437;0.444;0.13;38.648;1.211;17745.814;3420.813;22735.769;0;0.0;731442.799;2.643;0.474;0.1876;0.0414;0.0053;-0.0003;0.714;0.15;329.7361;0.577;0.18;0.8214;77455.1442;133294.0753;22313.8569;7.2267
;1.114;2429.421;-0.048;0.127;38.666;1.232;18067.503;3428.586;22778.66;0;0.0;723460.385;2.605;0.475;0.1921;0.0377;0.0074;0.0;0.716;0.171;345.1758;0.574;0.1845;0.8519;77931.0862;135741.041;22477.0634;5.725
;1.116;2395.96;0.635;0.129;38.697;1.228;17756.407;3440.193;23125.084;0;0.0;708685.992;2.602;0.47;0.1956;0.0399;0.0055;-0.0002;0.725;0.148;355.4367;0.5625;0.182;0.875;78135.8873;137031.5033;22448.1728;6.237
;1.116;2443.775;1.067;0.129;38.651;1.192;17246.702;3428.551;22520.962;0;0.0;730334.871;2.671;0.468;0.1946;0.0426;0.0061;-0.0002;0.724;0.169;331.0915;0.5605;0.178;0.875;77939.0842;136401.5367;22386.44;5.897
;1.114;2429.421;-0.048;0.127;38.666;1.232;18067.503;3428.586;22778.66;0;0.0;723460.385;2.605;0.475;0.1921;0.0377;0.0074;0.0;0.716;0.171;345.1758;0.574;0.1845;0.8519;77931.0862;135741.041;22477.0634;5.725
;1.115;2364.783;0.068;0.132;38.593;1.222;17931.408;3424.382;22723.327;0;0.0;717506.595;2.636;0.475;0.1854;0.0409;0.0069;0.0;0.728;0.144;350.8676;0.5702;0.1883;0.8462;77450.9006;134049.6157;22307.2295;5.5533
;1.115;2419.664;0.709;0.128;38.649;1.261;18603.499;3433.216;23249.116;0;0.0;744709.258;2.62;0.477;0.1921;0.0424;0.0056;0.0;0.721;0.156;371.4018;0.5725;0.1822;0.8889;77621.7931;136059.926;22379.8107;6.6491
;1.116;2429.927;0.896;0.128;38.654;1.198;17569.904;3435.173;22502.825;0;0.0;725585.886;2.625;0.474;0.1885;0.0413;0.0061;0.0;0.717;0.129;347.1218;0.5725;0.1844;0.9375;77439.7635;133648.8808;22308.1748;6.5074
;1.117;2374.975;-1.296;0.128;38.604;1.243;18144.871;3453.197;22955.163;0;0.0;750173.097;2.57;0.473;0.1882;0.0401;0.0053;0.0;0.722;0.141;365.1685;0.5748;0.1845;1.0;77710.5322;136338.884;22387.3283;4.4212
;1.116;2395.96;0.635;0.129;38.697;1.228;17756.407;3440.193;23125.084;0;0.0;708685.992;2.602;0.47;0.1956;0.0399;0.0055;-0.0002;0.725;0.148;355.4367;0.5625;0.182;0.875;78135.8873;137031.5033;22448.1728;6.237
;1.116;2443.775;1.067;0.129;38.651;1.192;17246.702;3428.551;22520.962;0;0.0;730334.871;2.671;0.468;0.1946;0.0426;0.0061;-0.0002;0.724;0.169;331.0915;0.5605;0.178;0.875;77939.0842;136401.5367;22386.44;5.897
;1.117;2499.881;0.572;0.129;38.593;1.22;17966.318;3423.614;22387.338;0;0.0;736900.864;2.728;0.477;0.1986;0.04;0.0058;-0.0002;0.721;0.131;357.4134;0.5748;0.1862;0.7407;78149.1876;135521.1608;22483.7762;10.0142
;1.1156;2412.2031;0.3489999999999999;0.129;38.6357;1.2211;17867.895000000004;3432.0585999999994;22803.6891;0;0.0;728732.3683999999;2.6282;0.4735999999999999;0.1911099999999999;0.04063;0.0058499999999999;-0.00012;0.7208;0.148;349.7913599999999;0.5710799999999999;0.1828099999999999;0.8736599999999999;77605.38013;135015.30915000002;22351.46042;6.501130000000001
;1.16;2922.312;0.584;0.122;38.941;1.242;18435.063;2607.367;22097.135;0;0.0;699824.43;1.898;0.473;0.214;0.0382;0.0069;0.0;0.727;0.196;352.295;0.5563;0.1967;0.8065;83165.5101;152569.8499;23918.5425;5.1838
;1.163;2915.848;-0.071;0.123;38.905;1.277;18897.027;2585.721;23908.088;0;0.0;718100.51;3.032;0.475;0.2082;0.0364;0.0042;0.0;0.727;0.23;351.8713;0.5614;0.1934;0.8113;82514.6518;151763.935;23809.2758;6.4012
;1.16;2922.312;0.584;0.122;38.941;1.242;18435.063;2607.367;22097.135;0;0.0;699824.43;1.898;0.473;0.214;0.0382;0.0069;0.0;0.727;0.196;352.295;0.5563;0.1967;0.8065;83165.5101;152569.8499;23918.5425;5.1838
;1.163;2900.534;0.499;0.121;38.973;1.242;18514.668;2596.035;23491.138;0;0.0;702661.267;2.973;0.476;0.2104;0.0375;0.0032;0.0;0.729;0.214;340.4593;0.5629;0.1928;0.907;83176.3511;152024.5413;23935.604;9.8592
;1.169;2919.271;0.172;0.122;38.967;1.245;18568.298;2594.958;23566.616;0;0.0;697027.902;1.87;0.475;0.214;0.0369;0.0061;0.0;0.732;0.22;341.2968;0.5539;0.1951;0.8421;83230.1251;154351.5561;23883.835;4.603
;1.163;2915.848;-0.071;0.123;38.905;1.277;18897.027;2585.721;23908.088;0;0.0;718100.51;3.032;0.475;0.2082;0.0364;0.0042;0.0;0.727;0.23;351.8713;0.5614;0.1934;0.8113;82514.6518;151763.935;23809.2758;6.4012
;1.197;3041.261;0.247;0.122;38.902;1.226;17939.501;2600.606;23043.484;0;0.0;699669.335;3.122;0.47;0.2242;0.0381;0.0048;0.0;0.733;0.209;323.1303;0.5696;0.1931;0.7586;83401.1688;151865.5438;24092.6939;9.4736
;1.165;2941.84;0.363;0.122;38.974;1.246;18542.874;2622.432;22612.587;0;0.0;713505.472;3.035;0.478;0.2141;0.038;0.0047;0.0;0.73;0.211;361.6715;0.5495;0.1954;0.8039;81837.0683;149639.5721;23573.8719;6.2125
;1.167;2894.85;-0.402;0.121;38.944;1.232;17949.651;2610.681;23508.616;0;0.0;701449.192;1.743;0.469;0.214;0.0378;0.0063;0.0;0.733;0.227;320.1225;0.5463;0.1923;0.8889;82451.2126;150963.6055;23714.9187;5.0306
;1.207;3067.115;0.479;0.121;38.974;1.223;18011.12;2619.881;23074.795;0;0.0;705169.157;3.138;0.471;0.2238;0.0367;0.0037;0.0;0.741;0.202;346.8095;0.5469;0.195;0.8182;83583.1974;154445.4274;24003.5764;4.0027
;1.163;2968.491;0.387;0.121;38.956;1.251;18560.62;2635.867;22947.728;0;0.0;719746.976;2.383;0.474;0.2197;0.0359;0.0048;0.0;0.734;0.206;341.3006;0.572;0.1969;0.5789;83973.0848;153161.2361;24227.5617;4.0562
;1.166;2925.95;0.284;0.123;38.892;1.217;17994.787;2622.153;22597.825;0;0.0;701973.183;2.283;0.47;0.2149;0.0367;0.0063;0.0;0.732;0.215;319.8118;0.5684;0.1911;0.7436;84042.853;151022.3343;24211.7161;6.7157
;1.169;2919.271;0.172;0.122;38.967;1.245;18568.298;2594.958;23566.616;0;0.0;697027.902;1.87;0.475;0.214;0.0369;0.0061;0.0;0.732;0.22;341.2968;0.5539;0.1951;0.8421;83230.1251;154351.5561;23883.835;4.603
;1.163;2900.534;0.499;0.121;38.973;1.242;18514.668;2596.035;23491.138;0;0.0;702661.267;2.973;0.476;0.2104;0.0375;0.0032;0.0;0.729;0.214;340.4593;0.5629;0.1928;0.907;83176.3511;152024.5413;23935.604;9.8592
;1.197;3041.261;0.247;0.122;38.902;1.226;17939.501;2600.606;23043.484;0;0.0;699669.335;3.122;0.47;0.2242;0.0381;0.0048;0.0;0.733;0.209;323.1303;0.5696;0.1931;0.7586;83401.1688;151865.5438;24092.6939;9.4736
;1.165;2941.84;0.363;0.122;38.974;1.246;18542.874;2622.432;22612.587;0;0.0;713505.472;3.035;0.478;0.2141;0.038;0.0047;0.0;0.73;0.211;361.6715;0.5495;0.1954;0.8039;81837.0683;149639.5721;23573.8719;6.2125
;1.167;2894.85;-0.402;0.121;38.944;1.232;17949.651;2610.681;23508.616;0;0.0;701449.192;1.743;0.469;0.214;0.0378;0.0063;0.0;0.733;0.227;320.1225;0.5463;0.1923;0.8889;82451.2126;150963.6055;23714.9187;5.0306
;1.166;2925.95;0.284;0.123;38.892;1.217;17994.787;2622.153;22597.825;0;0.0;701973.183;2.283;0.47;0.2149;0.0367;0.0063;0.0;0.732;0.215;319.8118;0.5684;0.1911;0.7436;84042.853;151022.3343;24211.7161;6.7157
;1.207;3067.115;0.479;0.121;38.974;1.223;18011.12;2619.881;23074.795;0;0.0;705169.157;3.138;0.471;0.2238;0.0367;0.0037;0.0;0.741;0.202;346.8095;0.5469;0.195;0.8182;83583.1974;154445.4274;24003.5764;4.0027
;1.163;2968.491;0.387;0.121;38.956;1.251;18560.62;2635.867;22947.728;0;0.0;719746.976;2.383;0.474;0.2197;0.0359;0.0048;0.0;0.734;0.206;341.3006;0.572;0.1969;0.5789;83973.0848;153161.2361;24227.5617;4.0562
;1.1720000000000002;2949.7472;0.2541999999999999;0.1217999999999999;38.942800000000005;1.2400999999999998;18341.360900000003;2609.5700999999995;23084.801199999994;0;0.0;705912.7424000001;2.5477;0.4730999999999999;0.21573;0.03722;0.0050999999999999;0.0;0.7318;0.213;339.87686;0.5587200000000001;0.1941799999999999;0.7958999999999999;83137.52230000001;152180.76015000005;23937.1596;6.15385
;1.33;3295.447;0.313;0.123;38.928;1.275;18648.527;2231.508;23426.215;0;0.0;663982.916;2.962;0.465;0.2363;0.0322;0.0045;0.0;0.748;0.247;333.8214;0.5583;0.2001;0.9091;89355.9377;167959.8804;25636.7474;4.0518
;1.297;3198.777;-0.431;0.122;38.908;1.261;18433.577;2224.864;23355.072;0;0.0;674840.722;1.159;0.468;0.2281;0.0332;0.0037;0.0;0.748;0.238;338.2776;0.5516;0.1995;0.95;87768.8872;164256.246;25247.1683;6.5805
